Stimulus,Condition,Voice,n_participants,mean_hit_rate,mean_fa_rate,corr_mem_score
LVL_139_A,LL,Active,7,0.8571428571428571,0.18452380952380953,0.6726190476190476
LVL_139_P,LL,Passive,6,0.6666666666666666,0.1527777777777778,0.5138888888888888
LVL_140_A,LL,Active,12,0.75,0.1987847222222222,0.5512152777777778
LVL_140_P,LL,Passive,9,0.7777777777777778,0.16898148148148148,0.6087962962962963
LVL_141_A,LL,Active,9,0.6666666666666666,0.1898148148148148,0.47685185185185186
LVL_141_P,LL,Passive,15,0.7333333333333333,0.19722222222222224,0.536111111111111
LVL_142_A,LL,Active,14,0.9285714285714286,0.140625,0.7879464285714286
LVL_142_P,LL,Passive,11,1.0,0.1268939393939394,0.8731060606060606
LVL_143_A,LL,Active,11,0.8181818181818182,0.15814393939393942,0.6600378787878788
LVL_143_P,LL,Passive,6,0.8333333333333334,0.18923611111111113,0.6440972222222222
LVL_144_A,LL,Active,7,1.0,0.10416666666666666,0.8958333333333334
LVL_144_P,LL,Passive,13,0.9230769230769231,0.25560897435897434,0.6674679487179488
LVL_145_A,LL,Active,12,0.6666666666666666,0.16927083333333334,0.49739583333333326
LVL_145_P,LL,Passive,11,0.7272727272727273,0.17708333333333334,0.5501893939393939
LVL_146_A,LL,Active,15,0.8666666666666667,0.18194444444444444,0.6847222222222222
LVL_146_P,LL,Passive,9,0.8888888888888888,0.23379629629629634,0.6550925925925926
LVL_147_A,LL,Active,10,0.7,0.1375,0.5625
LVL_147_P,LL,Passive,6,0.6666666666666666,0.13194444444444445,0.5347222222222222
LVL_148_A,LL,Active,8,0.875,0.12760416666666666,0.7473958333333334
LVL_148_P,LL,Passive,9,0.8888888888888888,0.19675925925925924,0.6921296296296295
LVL_149_A,LL,Active,11,0.9090909090909091,0.14488636363636365,0.7642045454545454
LVL_149_P,LL,Passive,10,1.0,0.26875,0.73125
