participant_ID,Condition,Voice,hits,total,hit_rate,fa_rate,corr_mem
295,LL,Passive,5,6,0.8333333333333334,0.052083333333333336,0.78125
296,HH,Active,5,6,0.8333333333333334,0.125,0.7083333333333334
296,HH,Passive,5,6,0.8333333333333334,0.125,0.7083333333333334
296,HL,Active,6,6,1.0,0.125,0.875
296,HL,Passive,6,6,1.0,0.125,0.875
296,LH,Active,5,6,0.8333333333333334,0.125,0.7083333333333334
296,LH,Passive,6,6,1.0,0.125,0.875
296,LL,Active,4,6,0.6666666666666666,0.125,0.5416666666666666
296,LL,Passive,6,6,1.0,0.125,0.875
297,HH,Active,5,6,0.8333333333333334,0.3958333333333333,0.43750000000000006
297,HH,Passive,5,6,0.8333333333333334,0.3958333333333333,0.43750000000000006
297,HL,Active,6,6,1.0,0.3958333333333333,0.6041666666666667
297,HL,Passive,6,6,1.0,0.3958333333333333,0.6041666666666667
297,LH,Active,5,6,0.8333333333333334,0.3958333333333333,0.43750000000000006
297,LH,Passive,6,6,1.0,0.3958333333333333,0.6041666666666667
297,LL,Active,6,6,1.0,0.3958333333333333,0.6041666666666667
297,LL,Passive,5,6,0.8333333333333334,0.3958333333333333,0.43750000000000006
298,HH,Active,5,6,0.8333333333333334,0.09375,0.7395833333333334
298,HH,Passive,4,6,0.6666666666666666,0.09375,0.5729166666666666
298,HL,Active,4,6,0.6666666666666666,0.09375,0.5729166666666666
298,HL,Passive,4,6,0.6666666666666666,0.09375,0.5729166666666666
298,LH,Active,3,6,0.5,0.09375,0.40625
298,LH,Passive,5,6,0.8333333333333334,0.09375,0.7395833333333334
298,LL,Active,3,6,0.5,0.09375,0.40625
298,LL,Passive,2,6,0.3333333333333333,0.09375,0.23958333333333331
299,HH,Active,1,2,0.5,0.25,0.25
299,HH,Passive,1,2,0.5,0.25,0.25
299,HL,Active,0,2,0.0,0.25,-0.25
299,HL,Passive,1,2,0.5,0.25,0.25
299,LH,Active,2,2,1.0,0.25,0.75
299,LH,Passive,1,2,0.5,0.25,0.25
299,LL,Active,0,2,0.0,0.25,-0.25
299,LL,Passive,1,2,0.5,0.25,0.25
302,HH,Active,6,6,1.0,0.1875,0.8125
302,HH,Passive,4,6,0.6666666666666666,0.1875,0.47916666666666663
302,HL,Active,5,6,0.8333333333333334,0.1875,0.6458333333333334
